ID,contractID,description,customeremail,customerwebsite,status,priority,moveinDate,moveoutDate,transferDate,noofmeters,prioritymovein,moveinCharge_ID,usage_ID,createdAt,createdBy,modifiedAt,modifiedBy
fcf3b7de-a788-4711-8047-57fb728e313f,CONTRACT-1019,ISU Contract for Hassan Smith - Meter installation and energy supply agreement,hassan.smith@acme.corp,https://www.acme.corp/contracts/C1019,ON_HOLD,URGENT,2023-11-15T21:36:02.000Z,2025-05-09T14:30:36.000Z,2024-01-06,8,false,f9dde00c-f98d-402c-8c59-ad1d6d0cfec4,b68035cd-d7c4-44cf-8f4f-2fd197c6f252,2022-12-12T15:15:50.000Z,hassan.smith,2024-11-22T23:20:28.000Z,admin@acme.corp
f49f09c1-0d9a-4e87-b7e9-adb31b31cff6,CONTRACT-1020,ISU Contract for Arjun Ahmed - Meter installation and energy supply agreement,arjun.ahmed@isupower.com,https://www.isupower.com/contracts/C1020,COMPLETED,MEDIUM,2023-01-10T02:01:27.000Z,2024-07-28T16:10:38.000Z,2025-08-27,4,true,18b32a28-d718-4b9b-b6af-9a48d421b966,8a3c8a66-1843-48bc-b040-d1fbc795b7fd,2022-08-11T14:42:05.000Z,arjun.ahmed,2023-07-01T08:32:39.000Z,admin@isupower.com
de188c49-6adf-43a8-9ad0-6d111a2ea59e,CONTRACT-1021,ISU Contract for Arjun Sharma - Meter installation and energy supply agreement,arjun.sharma@acme.corp,https://www.acme.corp/contracts/C1021,COMPLETED,MEDIUM,2023-04-15T01:49:43.000Z,2024-06-21T11:58:14.000Z,2025-04-18,6,false,8b39287b-d39e-4528-87ca-db16c1ce8a19,eed607d5-64aa-4504-84dd-42d02ffd7f00,2022-11-06T15:35:58.000Z,arjun.sharma,2024-07-24T20:47:50.000Z,admin@acme.corp
4676fce7-451f-4987-9cd5-5ea016d48b65,CONTRACT-1022,ISU Contract for Sofia Kumar - Meter installation and energy supply agreement,sofia.kumar@acme.corp,https://www.acme.corp/contracts/C1022,ON_HOLD,LOW,2024-05-29T08:53:47.000Z,2024-07-05T01:30:21.000Z,2025-11-13,5,false,329d7c26-7c66-470a-a188-ba886951b514,fa9920c1-712c-4161-acd0-6a8ad57f18c1,2022-08-11T21:46:25.000Z,sofia.kumar,2024-08-20T19:01:27.000Z,admin@acme.corp
3b51e280-c798-43f5-b6c8-236428f7e9c5,CONTRACT-1023,ISU Contract for Carlos Thomas - Meter installation and energy supply agreement,carlos.thomas@isupower.com,https://www.isupower.com/contracts/C1023,CANCELLED,HIGH,2023-09-20T12:50:18.000Z,2025-07-13T03:06:28.000Z,2025-02-25,7,true,d819bbeb-acb7-41ca-9d80-fc38e737f19b,766e0363-7b3f-4fb4-bcf4-607e14ff791b,2022-03-31T11:26:37.000Z,carlos.thomas,2023-12-31T05:06:03.000Z,admin@isupower.com
1078ad59-cfd3-4aa8-b2b4-43eb32dd4b88,CONTRACT-1024,ISU Contract for Hassan Jones - Meter installation and energy supply agreement,hassan.jones@energy.io,https://www.energy.io/contracts/C1024,CANCELLED,URGENT,2023-04-08T04:25:45.000Z,2025-01-24T13:18:23.000Z,2024-09-06,1,true,98458dcf-f727-4307-b17f-37f5731f482b,c793e4c9-c091-45fb-9255-80692c4e0029,2022-07-02T11:23:24.000Z,hassan.jones,2023-05-05T15:10:35.000Z,admin@energy.io
325375dd-7c67-4e57-bc75-2408e79157b3,CONTRACT-1025,ISU Contract for Wei Wilson - Meter installation and energy supply agreement,wei.wilson@energy.io,https://www.energy.io/contracts/C1025,ON_HOLD,HIGH,2023-10-24T20:30:10.000Z,2025-09-16T16:05:10.000Z,2025-05-08,7,false,a8c56a3f-8a3b-448d-8bd0-1bf1292a9a7c,010b0d0f-4e35-419c-ab8b-0beadf6014cb,2022-11-05T00:14:35.000Z,wei.wilson,2023-08-10T21:40:38.000Z,admin@energy.io
b3d9e9e0-2e54-417e-8e58-de5eaeaeef96,CONTRACT-1026,ISU Contract for Sofia Smith - Meter installation and energy supply agreement,sofia.smith@energy.io,https://www.energy.io/contracts/C1026,OPEN,LOW,2023-07-27T11:39:20.000Z,2024-01-12T05:10:08.000Z,2025-06-09,7,false,260f9961-72c6-41b1-9a07-51deaaf7c9cd,ddd5dad1-3d87-4635-a7bb-c215c0e4b48b,2023-10-13T04:48:28.000Z,sofia.smith,2024-11-26T00:21:06.000Z,admin@energy.io
3f55fbe3-69b8-4f18-b541-218cf4476403,CONTRACT-1027,ISU Contract for Liam Jackson - Meter installation and energy supply agreement,liam.jackson@isupower.com,https://www.isupower.com/contracts/C1027,IN_PROGRESS,URGENT,2023-10-30T07:41:31.000Z,2024-08-25T21:48:11.000Z,2025-09-05,11,false,99ccd576-242b-4ecc-891d-27002924bc08,3a742d51-5d18-48ab-b384-5ec16d006ba9,2023-03-20T08:09:24.000Z,liam.jackson,2024-12-16T09:39:55.000Z,admin@isupower.com
7e14b590-0737-4a68-80eb-485fef6f0d06,CONTRACT-1028,ISU Contract for Amara Ahmed - Meter installation and energy supply agreement,amara.ahmed@isupower.com,https://www.isupower.com/contracts/C1028,CANCELLED,LOW,2023-07-23T12:25:58.000Z,2024-10-19T10:08:53.000Z,2025-05-18,6,true,ed620307-2136-4f53-97a2-d1d00985d358,57c1b979-0f07-4231-8bc3-a364f8a41a53,2023-11-20T16:15:54.000Z,amara.ahmed,2024-06-17T22:08:25.000Z,admin@isupower.com
d1aacd3a-4f9b-4be0-b229-0b55b4680bb5,CONTRACT-1029,ISU Contract for Diego Brown - Meter installation and energy supply agreement,diego.brown@energy.io,https://www.energy.io/contracts/C1029,COMPLETED,MEDIUM,2023-11-20T01:38:55.000Z,2024-11-22T14:47:41.000Z,2024-05-28,2,false,154cfba8-df4b-40dc-ab72-e7bdbbfb7924,191a3011-0c16-495f-b0e7-c5db87257fa7,2022-09-20T12:48:06.000Z,diego.brown,2023-07-17T15:35:28.000Z,admin@energy.io
5a69a050-2dbd-48aa-9aaf-df50dbf1cdb3,CONTRACT-1030,ISU Contract for Lucas Tanaka - Meter installation and energy supply agreement,lucas.tanaka@acme.corp,https://www.acme.corp/contracts/C1030,ON_HOLD,MEDIUM,2024-05-24T08:04:27.000Z,2025-05-26T14:32:47.000Z,2025-11-27,5,false,034e2c68-a62b-4db7-a31c-a4c51d126ec1,7961c39f-ebea-4ba9-9bac-69b1ee14fd7a,2023-05-26T17:26:53.000Z,lucas.tanaka,2023-01-20T06:05:14.000Z,admin@acme.corp
108211ea-ffed-4b06-a210-d4622abd5cd5,CONTRACT-1031,ISU Contract for Carlos Wilson - Meter installation and energy supply agreement,carlos.wilson@example.com,https://www.example.com/contracts/C1031,OPEN,URGENT,2024-12-10T23:47:56.000Z,2025-04-05T09:10:28.000Z,2024-07-09,8,true,466d7d22-db77-4103-99ff-0f29a1de0295,4f7725cf-ab67-44c1-afa3-3252bf7adabe,2022-05-08T06:24:45.000Z,carlos.wilson,2024-03-08T08:11:42.000Z,admin@example.com
85a1cc70-40b5-43b4-b42b-d821908b1e99,CONTRACT-1032,ISU Contract for Emma Jackson - Meter installation and energy supply agreement,emma.jackson@acme.corp,https://www.acme.corp/contracts/C1032,OPEN,HIGH,2023-04-02T17:31:13.000Z,2024-07-23T16:32:43.000Z,2025-08-23,11,false,688bd21c-18e2-4b88-ae67-cc229f6cfe70,86b68cf8-7108-40bd-9d54-c3a3718189bd,2023-12-09T21:27:41.000Z,emma.jackson,2023-12-15T11:48:09.000Z,admin@acme.corp
014b072a-a9bc-4d1c-bd66-c34ecc5fd0b9,CONTRACT-1033,ISU Contract for Emma Martinez - Meter installation and energy supply agreement,emma.martinez@utilities.net,https://www.utilities.net/contracts/C1033,IN_PROGRESS,HIGH,2023-06-10T07:26:30.000Z,2024-10-23T05:04:37.000Z,2024-07-15,2,true,ca88a387-160c-499a-addf-07921fda2f9c,38d564e0-b198-4508-b116-4c998ee99d62,2023-07-03T07:20:13.000Z,emma.martinez,2024-10-29T22:16:35.000Z,admin@utilities.net
fd296976-f243-4b0f-a855-6d679173e9d3,CONTRACT-1034,ISU Contract for Amara Smith - Meter installation and energy supply agreement,amara.smith@energy.io,https://www.energy.io/contracts/C1034,IN_PROGRESS,MEDIUM,2023-06-30T12:29:46.000Z,2024-02-23T14:47:56.000Z,2025-06-04,3,false,e708d4c9-95f9-4b2a-8726-15ab5672b3c3,e6c6bdd4-037a-416c-b9c3-5b8ec458af1e,2023-10-02T20:54:54.000Z,amara.smith,2023-08-26T02:20:53.000Z,admin@energy.io
68610031-d6d4-4338-8cff-8e96e79cf76e,CONTRACT-1035,ISU Contract for Lucas Jones - Meter installation and energy supply agreement,lucas.jones@energy.io,https://www.energy.io/contracts/C1035,IN_PROGRESS,URGENT,2023-02-05T10:34:47.000Z,2024-04-05T18:48:18.000Z,2024-10-18,5,false,f016dacc-a732-4845-ba55-e529e0e73e4e,e8503be1-692c-4056-b5f9-6f1d7a3a2146,2022-10-31T17:23:34.000Z,lucas.jones,2023-03-26T08:01:51.000Z,admin@energy.io
be77e347-b7e4-48ed-8afa-cda3de14e46e,CONTRACT-1036,ISU Contract for Lucas Patel - Meter installation and energy supply agreement,lucas.patel@example.com,https://www.example.com/contracts/C1036,OPEN,LOW,2024-06-03T05:48:35.000Z,2024-07-08T13:35:10.000Z,2023-12-06,9,true,829bea35-3fdd-483f-856a-42e74c568ffb,d30bad59-2f74-4cd7-8b63-951adc37af4a,2022-07-10T09:00:52.000Z,lucas.patel,2024-02-01T08:26:18.000Z,admin@example.com
ed2d6406-ac11-4844-8fb6-8633fc867e66,CONTRACT-1037,ISU Contract for Hassan Kumar - Meter installation and energy supply agreement,hassan.kumar@example.com,https://www.example.com/contracts/C1037,IN_PROGRESS,HIGH,2023-05-30T11:13:27.000Z,2024-06-25T09:21:57.000Z,2025-05-31,8,true,1caa7606-107e-4c03-ad56-baa6277194e7,4c1e1ef3-d8f3-4cbf-8eac-da6dbdda8f41,2022-09-18T01:32:06.000Z,hassan.kumar,2024-01-02T05:51:32.000Z,admin@example.com
535e582a-0467-4973-b150-db1056da14ac,CONTRACT-1038,ISU Contract for Hassan Smith - Meter installation and energy supply agreement,hassan.smith@gridco.org,https://www.gridco.org/contracts/C1038,ON_HOLD,HIGH,2024-07-14T03:37:35.000Z,2025-04-18T01:56:31.000Z,2025-04-30,1,false,5a53987f-5f5a-43a5-9a8d-7dcdb25d1952,a0a7e9fd-dac7-4f64-bba0-4ee798cc5243,2023-05-07T21:01:35.000Z,hassan.smith,2023-04-24T02:34:07.000Z,admin@gridco.org
428d6f02-2807-4d25-b586-9a36f0134e30,CONTRACT-1039,ISU Contract for Sofia Muller - Meter installation and energy supply agreement,sofia.muller@isupower.com,https://www.isupower.com/contracts/C1039,IN_PROGRESS,URGENT,2024-08-28T06:01:22.000Z,2024-09-11T14:57:28.000Z,2024-12-02,11,true,c06813f0-65ad-49f8-b531-c54b6448e54b,790bb96c-157f-4de4-9439-e4f4622a418b,2022-04-01T08:52:40.000Z,sofia.muller,2023-12-19T21:22:50.000Z,admin@isupower.com
594fa555-3087-4ec5-99a0-13eb086c2e2f,CONTRACT-1040,ISU Contract for Diego Muller - Meter installation and energy supply agreement,diego.muller@energy.io,https://www.energy.io/contracts/C1040,CANCELLED,HIGH,2023-02-02T10:40:51.000Z,2024-03-12T17:00:17.000Z,2025-06-17,12,true,1b3f9b76-b4a3-4330-b774-35d7d5eb5b49,8824f481-7d68-4eb8-a363-6175c3809ed7,2023-10-24T16:58:37.000Z,diego.muller,2024-08-18T18:22:22.000Z,admin@energy.io
b350bcba-7618-401d-a411-3711924b1b1b,CONTRACT-1041,ISU Contract for Carlos Wilson - Meter installation and energy supply agreement,carlos.wilson@utilities.net,https://www.utilities.net/contracts/C1041,IN_PROGRESS,MEDIUM,2024-12-07T02:22:13.000Z,2024-02-26T21:15:56.000Z,2024-03-07,11,false,b81ffa22-7228-4e40-b9a6-171dd4aed433,11018e87-07b7-4944-9a68-96b462c90198,2022-11-25T18:35:50.000Z,carlos.wilson,2023-10-02T18:52:16.000Z,admin@utilities.net
a95f1600-7b8d-4da2-983c-1b0c12be98cd,CONTRACT-1042,ISU Contract for Carlos Taylor - Meter installation and energy supply agreement,carlos.taylor@gridco.org,https://www.gridco.org/contracts/C1042,OPEN,MEDIUM,2024-02-29T06:10:15.000Z,2024-07-22T00:38:40.000Z,2023-07-28,6,false,054e62ca-25e6-47c5-95cf-c6610774520c,2ba0b89c-a01e-4435-b68c-2647cd71676a,2022-08-06T23:15:03.000Z,carlos.taylor,2023-07-28T07:29:50.000Z,admin@gridco.org
66ffcf51-0819-4066-a0af-bf3544912a53,CONTRACT-1043,ISU Contract for Liam Chen - Meter installation and energy supply agreement,liam.chen@acme.corp,https://www.acme.corp/contracts/C1043,OPEN,LOW,2024-03-24T02:16:12.000Z,2024-04-07T12:45:07.000Z,2025-08-03,6,true,754bfa5e-0d91-4501-aae6-c8777568bab6,e9a3b2a1-dea0-49d9-90ca-7ea49466da97,2023-05-24T05:48:57.000Z,liam.chen,2024-04-06T01:17:27.000Z,admin@acme.corp
742c17c0-04c3-48c0-80db-765925d03991,CONTRACT-1044,ISU Contract for Noah Wilson - Meter installation and energy supply agreement,noah.wilson@energy.io,https://www.energy.io/contracts/C1044,IN_PROGRESS,LOW,2024-01-03T23:25:26.000Z,2024-07-02T09:44:11.000Z,2023-08-24,1,true,822c5222-615b-4afa-9977-046d32a9d3ed,2bf49378-4ca2-45fb-ab55-02b5dc84d72d,2022-03-17T08:51:53.000Z,noah.wilson,2023-05-25T02:59:38.000Z,admin@energy.io
d91dc88d-8faa-4a1c-ad16-98daae6fd72c,CONTRACT-1045,ISU Contract for Olivia Garcia - Meter installation and energy supply agreement,olivia.garcia@energy.io,https://www.energy.io/contracts/C1045,IN_PROGRESS,URGENT,2023-03-16T04:56:18.000Z,2024-11-14T00:44:16.000Z,2024-01-17,3,true,5c10fd47-3b5a-49b6-a608-75296c1f27de,6ce8d38a-1a8c-47ab-ac05-e9b3f42b4129,2023-12-18T01:51:02.000Z,olivia.garcia,2023-12-17T23:08:15.000Z,admin@energy.io
5b871ab1-5e6b-44b7-a333-3e046db6209b,CONTRACT-1046,ISU Contract for Liam Jackson - Meter installation and energy supply agreement,liam.jackson@acme.corp,https://www.acme.corp/contracts/C1046,CANCELLED,HIGH,2023-06-10T01:10:29.000Z,2025-04-25T20:45:46.000Z,2023-09-24,2,false,b63f9d6e-3ce1-4a01-b488-cd3a06ac8546,a947d358-b03e-47dc-9aa6-85040cc5114b,2023-03-23T21:59:29.000Z,liam.jackson,2023-09-17T13:17:53.000Z,admin@acme.corp
cdab4f06-d547-4b2e-ac44-fe4face954db,CONTRACT-1047,ISU Contract for Sofia Muller - Meter installation and energy supply agreement,sofia.muller@isupower.com,https://www.isupower.com/contracts/C1047,COMPLETED,LOW,2024-11-30T06:02:12.000Z,2024-12-29T09:21:56.000Z,2024-11-25,6,false,7da00fd9-0a1a-44a6-99d3-b1507e87e942,e5367238-0c82-42f0-a69e-f01f02607a92,2022-10-24T05:11:07.000Z,sofia.muller,2023-10-28T09:11:27.000Z,admin@isupower.com
626247a4-8469-420e-8246-b775331db40a,CONTRACT-1048,ISU Contract for Lena Thomas - Meter installation and energy supply agreement,lena.thomas@isupower.com,https://www.isupower.com/contracts/C1048,COMPLETED,MEDIUM,2023-01-19T04:30:27.000Z,2024-12-31T00:54:35.000Z,2023-09-14,1,false,f0735121-a015-428a-bf93-5d773f64ab7c,4fb81c14-073e-4d78-9b39-570489c5af6e,2023-09-27T15:47:26.000Z,lena.thomas,2024-05-21T18:16:14.000Z,admin@isupower.com
34ed8455-e378-461a-90b3-681915124226,CONTRACT-1049,ISU Contract for James Anderson - Meter installation and energy supply agreement,james.anderson@utilities.net,https://www.utilities.net/contracts/C1049,ON_HOLD,URGENT,2023-01-13T19:20:10.000Z,2025-12-28T12:48:19.000Z,2025-10-23,10,false,3d82fa2d-2f98-45b9-9437-da451b2bad29,50385f6a-0cee-4507-9192-ef8ca2581f63,2022-06-16T11:33:49.000Z,james.anderson,2024-11-01T05:41:40.000Z,admin@utilities.net
14a7d81d-91de-49c5-a052-0245ed6e2c6b,CONTRACT-1050,ISU Contract for Liam Williams - Meter installation and energy supply agreement,liam.williams@acme.corp,https://www.acme.corp/contracts/C1050,COMPLETED,MEDIUM,2024-05-25T19:27:28.000Z,2025-05-15T10:51:47.000Z,2025-06-12,6,true,409d1a89-bb86-4d5a-a858-1f9429d8a9b8,5694a493-30d1-4e5b-9937-db367cb0b3cd,2022-03-03T23:23:36.000Z,liam.williams,2024-05-08T08:47:48.000Z,admin@acme.corp
5891aae1-7ce0-4b3b-9ac5-bb51160c35ac,CONTRACT-1051,ISU Contract for Lena Smith - Meter installation and energy supply agreement,lena.smith@gridco.org,https://www.gridco.org/contracts/C1051,COMPLETED,LOW,2024-12-11T02:48:25.000Z,2025-02-09T21:05:27.000Z,2023-07-24,3,true,08d783d7-c5b5-4171-a90a-f6b1e4d0e87e,94b5e20f-4bcd-4a3d-b3ae-bbfabc23fbf0,2023-03-02T04:30:45.000Z,lena.smith,2023-10-28T07:57:05.000Z,admin@gridco.org
1b429ec1-f943-4c2d-8e63-9ac4b99e9a63,CONTRACT-1052,ISU Contract for Yuki Patel - Meter installation and energy supply agreement,yuki.patel@acme.corp,https://www.acme.corp/contracts/C1052,OPEN,MEDIUM,2024-09-02T19:30:00.000Z,2025-06-19T18:54:01.000Z,2023-11-07,9,false,b59a8b05-05a7-49ad-beeb-c0752d1dd0d5,9f0886dd-4c01-4eeb-a11f-883551b14083,2022-05-24T23:53:20.000Z,yuki.patel,2024-10-30T20:45:36.000Z,admin@acme.corp
